Default Dataset,
X,Y
75.0112674340703,5163655.557954846
76.58018149704611,5118566.358903218
78.26846945611791,5070824.854025027
79.9202143857726,5026059.714895818
81.52810768012668,4955643.986522846
83.08291741595909,4901299.5311282575
84.5046335920195,4823835.302645158
85.97661246117303,4774394.779145373
87.2897253182289,4696081.959739916
88.85863938120471,4655599.397123907
90.54692734027651,4608486.069941478
92.23521529934834,4560744.565063287
93.92350325842014,4514259.415576624
95.61179121749194,4465889.733002668
97.23101285096536,4415384.246263105
98.75047201412997,4348357.686124908
100.33315061818627,4302817.794504255
101.94104391254035,4253131.930091551
103.59278884219503,4210221.410826029
105.28107680126683,4163422.172491487
106.96936476033864,4116308.845309062
108.62110968999332,4072156.927263817
110.2290029843474,4016877.290036436
111.88074791400209,3970885.708739305
113.56903587307389,3922830.1150132306
115.25732383214572,3876344.965526568
116.94561179121752,3844307.9030425176
118.63389975028932,3819494.8840597738
120.32218770936112,3792483.2431418486
122.01047566843295,3742857.205176359
123.69876362750475,3693231.1672108714
125.38705158657655,3645489.662332678
127.03879651623123,3599976.692613272
128.64668981058531,3517386.2822318897
130.119373896096,3427721.3944672365
130.68803965387193,3296343.666889986
132.14020342286378,3191285.779409293
133.6750106583836,3039957.7724993415
135.24636092332057,2882657.590496069
136.76655094707354,2787892.498106273
137.4901029295329,2672397.541756211
138.9035873073878,2628239.641066244
139.8040075522261,2519062.3575421665
141.20515865765273,2474723.4818493724
142.26033863207263,2379711.6053648125
143.68536451671844,2329806.3773123156
144.9984773737743,2242280.285035629
146.47045624292784,2192597.306986604
147.89217241898828,2114042.033031907
149.3865899904155,2067127.077753406
150.80830616647594,1991481.258389622
152.30272373790316,1945293.6667588502
153.7244399139636,1870375.2110427916
155.24672635361472,1820350.7761702538
156.76618551677933,1749523.7409726717
158.34886412083566,1695461.571946133
159.95675741518974,1632942.9346056432
161.6085023448444,1584124.5536775626
163.29679030391623,1537953.4930387884
164.98507826298803,1495551.4985745996
166.67336622205983,1459745.3699159585
168.36165418113163,1426766.0408882573
170.04994214020346,1399440.311122451
171.73823009927526,1374941.380987592
173.42651805834706,1342276.1408077776
175.11480601741886,1306470.012149129
176.8030939764907,1272862.5054256693
178.4913819355625,1236114.1102233753
180.17966989463432,1202820.692347791
181.8679578537061,1173610.4294946864
183.55624581277792,1148483.3216640614
185.2445337718497,1124298.480377078
186.93282173092152,1101998.1721773967
188.62110968999335,1074986.5312594734
190.30939764906512,1039494.4914487079
191.99768560813695,1001803.8297027722
193.68597356720872,975106.2776327282
195.37426152628055,951235.5251936354
197.06254948535238,933960.638560079
198.75083744442415,920140.7292532325
200.43912540349598,911660.330360394
202.1274133625678,897212.2433577776
203.81570132163958,885590.9559861198
205.5039892807114,872399.2243750393
207.19227723978318,861092.0258512534
208.880565198855,848842.5607838258
210.56885315792684,836279.0068685114
212.2571411169986,824657.7194968462
213.94542907607044,813036.4321251847
215.63371703514227,800472.8782098629
217.32200499421404,788223.4131424353
219.01029295328587,776916.2146186531
220.69858091235764,765609.0160948709
222.38686887142947,752417.2844837941
224.0751568305013,740481.9082642458
225.76344478957307,729174.7097404599
227.4517327486449,716611.1558251493
229.14002070771667,699964.446887359
230.8283086667885,676093.6944482625
232.51659662586033,655992.0081837587
234.2048845849321,655677.9193358757
235.89317254400393,655363.8304879926
237.58146050307582,644684.8096599765
239.2697484621476,632435.3445925452
240.95803642121942,619243.6129814684
242.64632438029125,608564.5921534486
244.33461233936302,598827.8378690816
246.02290029843485,596943.3047817834
247.71118825750662,596943.3047817834
249.32273585480252,590724.345593702
