-5.803421e-006,1.19282
-5.798421e-006,1.18002
-5.793421e-006,1.18642
-5.788421e-006,1.19282
-5.783421e-006,1.18642
-5.778421e-006,1.21201
-5.773421e-006,1.19922
-5.768421e-006,1.21201
-5.763421e-006,1.19922
-5.758421e-006,1.19282
-5.753421e-006,1.21201
-5.748421e-006,1.23121
-5.743421e-006,1.22481
-5.738421e-006,1.21841
-5.733421e-006,1.21201
-5.728421e-006,1.22481
-5.723421e-006,1.21841
-5.718421e-006,1.22481
-5.713421e-006,1.21201
-5.708421e-006,1.23121
-5.703421e-006,1.22481
-5.698421e-006,1.21841
-5.693421e-006,1.23121
-5.688421e-006,1.21841
-5.683421e-006,1.23761
-5.678421e-006,1.23121
-5.673421e-006,1.24401
-5.668421e-006,1.24401
-5.663421e-006,1.25681
-5.658421e-006,1.23761
-5.653421e-006,1.25041
-5.648421e-006,1.25041
-5.643421e-006,1.25041
-5.638421e-006,1.25681
-5.633421e-006,1.24401
-5.628421e-006,1.25041
-5.623421e-006,1.27601
-5.618421e-006,1.26321
-5.613421e-006,1.25041
-5.608421e-006,1.26961
-5.603421e-006,1.26961
-5.598421e-006,1.26961
-5.593421e-006,1.27601
-5.588421e-006,1.26321
-5.583421e-006,1.26961
-5.578421e-006,1.28241
-5.573421e-006,1.26961
-5.568421e-006,1.27601
-5.563421e-006,1.28241
-5.558421e-006,1.27601
-5.553421e-006,1.27601
-5.548421e-006,1.28881
-5.543421e-006,1.26321
-5.538421e-006,1.28881
-5.533421e-006,1.28881
-5.528421e-006,1.28881
-5.523421e-006,1.29521
-5.518421e-006,1.30801
-5.513421e-006,1.29521
-5.508421e-006,1.30161
-5.503421e-006,1.31441
-5.498421e-006,1.29521
-5.493421e-006,1.31441
-5.488421e-006,1.30801
-5.483421e-006,1.31441
-5.478421e-006,1.31441
-5.473421e-006,1.30801
-5.468421e-006,1.33361
-5.463421e-006,1.32721
-5.458421e-006,1.32721
-5.453421e-006,1.32721
-5.448421e-006,1.32721
-5.443421e-006,1.33361
-5.438421e-006,1.32721
-5.433421e-006,1.33361
-5.428421e-006,1.33361
-5.423421e-006,1.33361
-5.418421e-006,1.35281
-5.413421e-006,1.34001
-5.408421e-006,1.34001
-5.403421e-006,1.35921
-5.398421e-006,1.35281
-5.393421e-006,1.35921
-5.388421e-006,1.35281
-5.383421e-006,1.35921
-5.378421e-006,1.36561
-5.373421e-006,1.35281
-5.368421e-006,1.37201
