LECROYWS44Xs,11708,Waveform
Segments,1,SegmentSize,10000002
Segment,TrigTime,TimeSinceSegment1
#1,05-Feb-2018 11:51:41,0                 
Time,Ampl
-0.1000000147,-0.00799969
-0.09999999474,-0.00479982
-0.09999997474,-0.00319988
-0.09999995474,-0.00639975
-0.09999993474,-0.00639975
-0.09999991474,0.00159994
-0.09999989474,-0.00159994
-0.09999987474,0.00159994
-0.09999985474,0
-0.09999983474,-0.00479982
-0.09999981474,-0.0159994
-0.09999979474,-0.00799969
-0.09999977474,0.00479982
-0.09999975474,0.0111996
-0.09999973474,0.00959963
-0.09999971474,-0.00479982
-0.09999969474,-0.00639975
-0.09999967474,-0.00319988
-0.09999965474,0.00639975
-0.09999963474,0.00159994
-0.09999961474,-0.00159994
-0.09999959474,0.00159994
-0.09999957474,-0.00639975
-0.09999955474,-0.00479982
-0.09999953474,-0.0111996
-0.09999951474,-0.0159994
-0.09999949474,0.00319988
-0.09999947474,0.0191993
-0.09999945474,0.0479982
-0.09999943474,-0.00159994
-0.09999941474,0.00959963
-0.09999939474,0.0303988
-0.09999937474,-0.0143994
-0.09999935474,-0.00479982
-0.09999933474,-0.00159994
-0.09999931474,0
-0.09999929474,-0.00799969
-0.09999927474,-0.0127995
-0.09999925474,-0.0143994
-0.09999923474,0.00159994
-0.09999921474,-0.00799969
-0.09999919474,-0.00319988
-0.09999917474,-0.00959963
-0.09999915474,0.00799969
-0.09999913474,-0.00319988
-0.09999911474,0.00799969
-0.09999909474,-0.00159994
-0.09999907474,0.00159994
-0.09999905474,0.00159994
-0.09999903474,0.00319988
-0.09999901474,-0.025599
-0.09999899474,-0.00159994
-0.09999897474,0.00799969
-0.09999895474,0.0239991
-0.09999893474,0.0159994
-0.09999891474,0.00799969
-0.09999889474,0.00639975
-0.09999887474,0.00159994
-0.09999885474,-0.00159994
-0.09999883474,-0.0111996
-0.09999881474,-0.00479982
-0.09999879474,-0.00639975
-0.09999877474,0
-0.09999875474,0.00959963
-0.09999873474,0.0111996
-0.09999871474,0.00479982
