Trace
Log Plot
A.16.09,N9010A
544 B25 B40 EXM FS1 MPB P44 RTL ,01
AllowZeroAtten,False
AM Rejection,True
Automatic Trigger Time,0.1
Automatic Trigger Time State,False
Average Mode,Repeat
Average Number,10
Average State,False
Cancellation,False
Carrier Frequency,2450020206.35542
Electrical Atten,0
Electrical Atten State,False
External Array Trigger Delay,1E-06,1E-06,0,0
External Array Trigger Delay State,False,False,False,False
External Array Trigger Level,1.2,1.2,0,0
External Array Trigger Slope,Positive,Positive,Positive,Positive
ExternalGainValueSelection,Preamp
ExtGainPreampDb,0
Input Port,RF
Internal Preamp,False
Internal Preamp Band,Low
Line Trigger Delay,1E-06
Line Trigger Delay State,False
Line Trigger Slope,Positive
Meas Type,PhaseNoise
Mechanical Atten,10
MechanicalAttenStepEnum,S2dB
Noise Floor Extension,False
Overdrive(Mech Atten),False
Periodic Timer Period,0.02
Periodic Timer Sync Source,None
Periodic Timer Trigger Delay,1E-06
Periodic Timer Trigger Delay State,False
Preselector Adjust,0
Reference Trace,3
RFBurst Trigger Delay,1E-06
RFBurst Trigger Delay State,False
RFBurst Trigger Level Abs,-20
RFBurst Trigger Level Rel,-6
RFBurst Trigger Level Type,Absolute
RFBurst Trigger Slope,Positive
Smoothing,4
Start Offset,100
Stop Offset,10000000
Threshold,0.01
Trace Type,Raw,Smoothed,Blank,Raw,Raw,Raw
Trigger Holdoff,0.1
Trigger Holdoff State,False
Trigger Source,Free
Trace Name,Trace2
DATA,
100,-80.9989460208306
101.937348593887,-82.0638123409193
103.912230383517,-82.9023848904079
105.925372517729,-83.5762567240457
107.977516232771,-83.927811174291
110.069417125221,-84.2881190001893
112.201845430196,-84.5728395027015
114.375586304954,-84.8381914013548
116.591440117983,-84.9897567574545
118.850222743702,-85.1683677040335
121.152765862859,-85.2710863300102
123.499917268758,-85.477025484891
125.892541179417,-85.9524316184309
128.331518555765,-86.3885845653441
130.817747426019,-86.7154680356819
133.352143216332,-86.7960956394481
135.935639087853,-87.1663138431749
138.569186280313,-87.4408819607329
141.253754462275,-87.6859080443941
143.990332088163,-87.4693955239074
146.779926762207,-87.3772100898623
149.623565609443,-87.1689560576698
152.522295653902,-87.398582625373
155.477184204117,-87.3507040499328
158.489319246111,-87.4517675315775
161.559809843987,-87.5460717111653
164.689786548287,-87.7486139124942
167.880401812256,-87.790175268368
171.132830416178,-88.0753359023161
174.448269899925,-88.0755017205711
177.827941003892,-88.2879148915828
181.27308811847,-88.6524317862083
184.784979742229,-88.9172029587373
188.36490894898,-89.1430765999442
192.01419386388,-89.1321559139064
195.734178148766,-89.1128664100163
199.526231496888,-89.1777560806218
203.391750137229,-89.1982336916481
207.332157348596,-89.2499215938761
211.348903983665,-89.2802462747404
215.443469003188,-89.166292263581
219.617360020544,-89.0258252195603
223.872113856834,-89.1218415178787
228.209297106745,-89.2656054423851
232.630506715363,-89.5336485663606
237.137370566166,-89.5629509503945
241.73154808041,-89.8542567266382
246.414730828128,-89.9465036202343
251.188643150958,-90.011666167376
256.055042797048,-90.2366839506031
261.015721568254,-90.3945755715624
266.072505979881,-90.5301771602098
271.227257933203,-90.756123698461
276.481875401011,-90.7700446704624
281.838293126445,-90.7494940560415
287.298483335366,-90.5660717573449
292.864456462524,-90.616545992691
298.538261891796,-90.7205469276062
304.321988710772,-90.8204655282962
310.21776647995,-90.623575430554
316.227766016838,-90.5344844540334
322.354200195246,-90.6512848714684
328.599324760065,-90.8700329713515
334.965439157828,-91.2037838212791
341.45488738336,-91.2015377060603
348.070058842841,-91.4468651533909
354.813389233575,-91.5464145521949
361.687361440816,-91.6192027828191
368.694506451958,-91.8366522606229
375.837404288444,-91.8421170582962
383.118684955729,-91.8156603491416
390.541029411638,-92.0069650067397
398.107170553497,-92.0332034457988
405.81989422438,-92.0520180307926
413.682040238851,-91.891308937876
421.696503428582,-91.757417238591
429.866234708228,-91.825888993533
438.194242161944,-92.0302056321604
446.683592150963,-92.0064067641626
455.337410442625,-92.0160411480941
464.158883361278,-92.104422599146
473.151258961481,-92.1459250645112
482.317848223931,-92.3623085333337
491.662026274564,-92.5036541081876
501.187233627272,-92.5137697635852
510.896977450693,-92.4747017466769
520.794832859546,-92.330812635253
530.884444230988,-92.6076502544479
541.169526546464,-92.6794409945368
551.653866759558,-92.8112745445877
562.341325190349,-92.9675239272059
573.235836946771,-92.8964336753361
584.341413373518,-93.0773949506994
595.66214352901,-93.3867164545173
607.202195690989,-93.5512729282225
618.96581889126,-93.7686490035933
630.957344480193,-93.8816297328908
643.181187721509,-94.2532786424311
655.641849417979,-94.4087580899283
668.343917568615,-94.5143662997196
681.292069057961,-94.3511383530326
694.491071378121,-94.6469337272359
707.945784384138,-94.8934430753997
721.661162083388,-95.0586489307308
735.642254459641,-95.1621792323261
749.894209332456,-95.4423386940887
764.4222742526,-95.6830482804755
779.231798434194,-95.7202575535197
794.328234724281,-95.6393399306084
809.717141610562,-95.589609574428
825.404185268018,-95.5223336917679
841.395141645195,-95.5750695548532
857.695898590894,-95.5896734252366
874.312458022074,-95.672659766816
891.250938133746,-95.9493356211172
908.517575651687,-95.9588035248776
926.118728128793,-95.8183206852431
944.060876285923,-95.8166307454517
962.350626398088,-95.7759200059266
980.994712726877,-95.763881048204
1000,-95.7406511982635
1019.37348593887,-95.8537466017964
1039.12230383517,-96.0528265107075
1059.25372517729,-96.2936224595915
1079.77516232771,-96.3842501533363
1100.69417125221,-96.3123800930448
1122.01845430196,-96.4350224892704
1143.75586304954,-96.5747577052539
1165.91440117983,-96.6373692191862
