MeasResult
PNOISE:LPL
A.16.09,N9010A
544 B25 B40 EXM FS1 MPB P44 RTL ,01
AllowZeroAtten,False
AM Rejection,True
Automatic Trigger Time,0.1
Automatic Trigger Time State,False
Average Mode,Repeat
Average Number,10
Average State,False
Cancellation,False
Carrier Frequency,2254310105.3512
Electrical Atten,0
Electrical Atten State,False
External Array Trigger Delay,1E-06,1E-06,0,0
External Array Trigger Delay State,False,False,False,False
External Array Trigger Level,1.2,1.2,0,0
External Array Trigger Slope,Positive,Positive,Positive,Positive
ExternalGainValueSelection,Preamp
ExtGainPreampDb,0
Input Port,RF
Internal Preamp,False
Internal Preamp Band,Low
Line Trigger Delay,1E-06
Line Trigger Delay State,False
Line Trigger Slope,Positive
Meas Type,PhaseNoise
Mechanical Atten,10
MechanicalAttenStepEnum,S2dB
Overdrive(Mech Atten),False
Periodic Timer Period,0.02
Periodic Timer Sync Source,None
Periodic Timer Trigger Delay,1E-06
Periodic Timer Trigger Delay State,False
Preselector Adjust,0
Reference Trace,3
RFBurst Trigger Delay,1E-06
RFBurst Trigger Delay State,False
RFBurst Trigger Level Abs,-20
RFBurst Trigger Level Rel,-6
RFBurst Trigger Level Type,Absolute
RFBurst Trigger Slope,Positive
Smoothing,4
Start Offset,100
Stop Offset,10000000
Threshold,0.01
Trace Type,Raw,Smoothed,Blank,Raw,Raw,Raw
Trigger Holdoff,0.1
Trigger Holdoff State,False
Trigger Source,Free
MeasResult1,MeasResult2,MeasResult3,MeasResult4,MeasResult5,MeasResult6
-2.48,601,100,100,9.91E+37,100
2254310105.3512,601,-26.78,-27.81,,-26.78
50.7438024413369,0,101.9373,101.9373,,-27.81
0.885646427582866,,-30.3,-28.38,,9.91E+37
63400.499025211,,103.9122,103.9122,,1000
-27.81,,-27.97,-28.98,,-40.94
-117.02,,105.9254,105.9254,,-42.72
,,-29.1,-29.53,,9.91E+37
,,107.9775,107.9775,,10000
,,-30.81,-29.8,,-52.3
,,110.0694,110.0694,,-54.26
,,-29.35,-29.9,,9.91E+37
,,112.2018,112.2018,,100000
,,-29.81,-29.93,,-77.9
,,114.3756,114.3756,,-77.34
,,-30.08,-30.02,,9.91E+37
,,116.5914,116.5914,,1000000
,,-32.53,-30.11,,-89.34
,,118.8502,118.8502,,-107.52
,,-31.56,-30.18,,9.91E+37
,,121.1528,121.1528,,10000000
,,-34.98,-30.28,,-110.13
,,123.4999,123.4999,,-117.02
,,-31.49,-30.24,,9.91E+37
,,125.8925,125.8925,,
,,-32.38,-30.38,,
,,128.3315,128.3315,,
,,-30.6,-30.39,,
,,130.8177,130.8177,,
,,-27.31,-30.64,,
,,133.3521,133.3521,,
,,-27.19,-30.9,,
,,135.9356,135.9356,,
,,-27.9,-30.87,,
,,138.5692,138.5692,,
,,-30.37,-30.89,,
,,141.2538,141.2538,,
,,-32.64,-30.98,,
,,143.9903,143.9903,,
,,-31.44,-31.16,,
,,146.7799,146.7799,,
,,-30.71,-31.13,,
,,149.6236,149.6236,,
,,-31.87,-31.01,,
,,152.5223,152.5223,,
