freq	db(AC.Vout1/(AC.VinPos-AC.VinNeg))
2.88403150316892098E1	1.38145577533721453E-3
2.95120922670986285E1	1.38145580777396004E-3
3.01995172044668614E1	1.38145582256631894E-3
3.09029543255948536E1	1.38145594341590150E-3
3.16227766021553158E1	1.38145603250751736E-3
3.23593656934472573E1	1.38145607513751090E-3
3.31131121487567981E1	1.38145611817052982E-3
3.38844156144315622E1	1.38145619311192691E-3
3.46736850457784485E1	1.38145625459345256E-3
3.54813389238971855E1	1.38145633420145186E-3
3.63078054775645054E1	1.38145638663131143E-3
3.71535229102867515E1	1.38145645893472757E-3
3.80189396326411488E1	1.38145650589000657E-3
3.89045145000290393E1	1.38145666693986424E-3
3.98107170559670731E1	1.38145669697003104E-3
4.07380277810454317E1	1.38145679704166136E-3
4.16869383476849542E1	1.38145693750640186E-3
4.26579518808283975E1	1.38145699648686060E-3
4.36515832247039182E1	1.38145706751178188E-3
4.46683592158023135E1	1.38145722879496935E-3
4.57088189622126784E1	1.38145735862101304E-3
4.67735141294646706E1	1.38145745840531942E-3
4.78630092330288903E1	1.38145756039951317E-3
4.89778819376304142E1	1.38145772769336239E-3
5.01187233635343166E1	1.38145782346091983E-3
5.12861383999654308E1	1.38145800324468015E-3
5.24807460258286440E1	1.38145813037103582E-3
5.37031796378996962E1	1.38145831440101952E-3
5.49540873866605217E1	1.38145844960136910E-3
5.62341325199572495E1	1.38145863032809202E-3
5.75439937346629460E1	1.38145878179984383E-3
5.88843655365317264E1	1.38145901395175663E-3
6.02559586084348631E1	1.38145919068872725E-3
6.16595001871742543E1	1.38145939138735208E-3
6.30957344490730243E1	1.38145963401212435E-3
6.45654229045476491E1	1.38145989049593521E-3
6.60693448018708374E1	1.38146010213022286E-3
6.76082975403393327E1	1.38146034879488466E-3
6.91830970930655109E1	1.38146057206482542E-3
7.07945784396171707E1	1.38146083671326214E-3
7.24435960087347297E1	1.38146116152616338E-3
7.41310241313606788E1	1.38146147314723455E-3
7.58577575042213859E1	1.38146179068062080E-3
7.76247116642071511E1	1.38146207189356884E-3
7.94328234738020278E1	1.38146245931415113E-3
8.12830516178206608E1	1.38146281877754129E-3
8.31763771117156558E1	1.38146320091637786E-3
8.51138038217250070E1	1.38146356426924632E-3
8.70963589971352725E1	1.38146400605574993E-3
8.91250938149426375E1	1.38146437758481477E-3
9.12010839372010373E1	1.38146488423323865E-3
9.33254300813522342E1	1.38146539319182327E-3
9.54992586038409286E1	1.38146584883543699E-3
9.77237220973237797E1	1.38146636503689813E-3
1.00000000001789258E2	1.38146694827352734E-3
1.02329299229912452E2	1.38146749764257759E-3
1.04712854806976030E2	1.38146814332105006E-3
1.07151930525697048E2	1.38146872352438810E-3
1.09647819616306541E2	1.38146939988480932E-3
1.12201845432237390E2	1.38147004209804058E-3
1.14815362151783718E2	1.38147081255221238E-3
1.17489755496104209E2	1.38147155095530860E-3
1.20226443463949817E2	1.38147231283411598E-3
1.23026877083505459E2	1.38147318491223814E-3
1.25892541181744355E2	1.38147403900272825E-3
1.28824955171702937E2	1.38147493201307014E-3
1.31825673858093784E2	1.38147593673262370E-3
1.34896288261683628E2	1.38147686496617395E-3
1.38038426462873653E2	1.38147792904607014E-3
1.41253754464929249E2	1.38147901882699164E-3
1.44543977077317010E2	1.38148017862045069E-3
1.47910838819617285E2	1.38148133029363507E-3
1.51356124846491524E2	1.38148262714444314E-3
1.54881661894194922E2	1.38148394625995907E-3
1.58489319249136229E2	1.38148525776042774E-3
1.62181009738998005E2	1.38148673253221066E-3
1.65958690746943271E2	1.38148824996098374E-3
1.69824365249446041E2	1.38148981335772114E-3
1.73780082878295694E2	1.38149142688958304E-3
1.77827941007339274E2	1.38149318797672116E-3
1.81970085864536446E2	1.38149499499711270E-3
1.86208713669918380E2	1.38149690118281065E-3
1.90546071800052319E2	1.38149885314170984E-3
1.94984459979630609E2	1.38150096781462928E-3
1.99526231500815032E2	1.38150314791640305E-3
2.04173794470983649E2	1.38150540507111330E-3
2.08929613089541011E2	1.38150778295199084E-3
2.13796208954469424E2	1.38151029578831630E-3
2.18776162399313368E2	1.38151289766804730E-3
2.23872113861306943E2	1.38151566721765429E-3
2.29086765281368177E2	1.38151843844685107E-3
2.34422881536703986E2	1.38152153925967980E-3
2.39883291906784857E2	1.38152466849250244E-3
2.45470891573466110E2	1.38152794210268226E-3
2.51188643156051672E2	1.38153144712621412E-3
2.57039578282113990E2	1.38153502637186643E-3
2.63026799194903260E2	1.38153880159168851E-3
2.69153480398197686E2	1.38154275818615391E-3
2.75422870339467440E2	1.38154688375791368E-3
2.81838293132244644E2	1.38155124517243988E-3
2.88403150318612145E2	1.38155575785045315E-3
2.95120922672746300E2	1.38156053977215088E-3
3.01995172046469618E2	1.38156549617850399E-3
3.09029543257791506E2	1.38157078124866239E-3
3.16227766023439072E2	1.38157619825254363E-3
3.23593656936402407E2	1.38158192271611324E-3
3.31131121489542801E2	1.38158793338704489E-3
3.38844156146336406E2	1.38159424310813606E-3
3.46736850459852386E2	1.38160077594103603E-3
3.54813389241087851E2	1.38160764422359517E-3
3.63078054777810388E2	1.38161484106196797E-3
3.71535229105083298E2	1.38162244050665239E-3
3.80189396328678919E2	1.38163029006772931E-3
3.89045145002610671E2	1.38163854934686414E-3
3.98107170562045010E2	1.38164727488322381E-3
4.07380277812883929E2	1.38165631266542288E-3
4.16869383479335731E2	1.38166585221537552E-3
4.26579518810828073E2	1.38167578067457564E-3
4.36515832249642521E2	1.38168620611536586E-3
4.46683592160687049E2	1.38169708858815588E-3
4.57088189624852781E2	1.38170847115681483E-3
4.67735141297436208E2	1.38172044941534367E-3
4.78630092333143420E2	1.38173294103870070E-3
4.89778819379225183E2	1.38174610145753007E-3
5.01187233638332241E2	1.38175980110225916E-3
5.12861384002713017E2	1.38177413348812950E-3
5.24807460261416381E2	1.38178923090753325E-3
5.37031796382199822E2	1.38180501870061168E-3
5.49540873869882684E2	1.38182149252857744E-3
5.62341325202926345E2	1.38183879575254043E-3
5.75439937350061381E2	1.38185688138829343E-3
5.88843655368829211E2	1.38187585102892396E-3
6.02559586087942289E2	1.38189570914240845E-3
6.16595001875419957E2	1.38191647130400863E-3
6.30957344494493277E2	1.38193822623122942E-3
6.45654229049327189E2	1.38196098249364208E-3
6.60693448022648955E2	1.38198485368636903E-3
6.76082975407425568E2	1.38200984367380997E-3
6.91830970934781231E2	1.38203601642311780E-3
7.07945784400394018E2	1.38206340435559882E-3
7.24435960091667930E2	1.38209203982892137E-3
7.41310241318028140E2	1.38212206352377809E-3
7.58577575046738151E2	1.38215352522238821E-3
7.76247116646701318E2	1.38218649225879342E-3
7.94328234742758088E2	1.38222097344552708E-3
8.12830516183054463E2	1.38225705841218716E-3
8.31763771122117390E2	1.38229488775268061E-3
8.51138038222326543E2	1.38233446928450743E-3
8.70963589976547325E2	1.38237595608376518E-3
8.91250938154742123E2	1.38241935511176250E-3
9.12010839377449756E2	1.38246485147252351E-3
9.33254300819088556E2	1.38251240947614984E-3
9.54992586044105174E2	1.38256223543848522E-3
9.77237220979066201E2	1.38261444048054183E-3
1.00000000002385692E3	1.38266908786558762E-3
1.02329299230522763E3	1.38272634842399156E-3
1.04712854807600553E3	1.38278625565110480E-3
1.07151930526336114E3	1.38284899964919417E-3
1.09647819616960485E3	1.38291472866765508E-3
1.12201845432906566E3	1.38298351990975621E-3
1.14815362152468459E3	1.38305556601158974E-3
1.17489755496804915E3	1.38313100750913787E-3
1.20226443464666866E3	1.38320998099104475E-3
1.23026877084239206E3	1.38329269793718890E-3
1.25892541182495199E3	1.38337938520601167E-3
1.28824955172471256E3	1.38347001045900031E-3
1.31825673858879977E3	1.38356502277929727E-3
1.34896288262488140E3	1.38366447810041260E-3
1.38038426463696906E3	1.38376856496253309E-3
1.41253754465771664E3	1.38387765307023614E-3
1.44543977078179031E3	1.38399183463884734E-3
1.47910838820499380E3	1.38411143485121002E-3
1.51356124847394158E3	1.38423658428515806E-3
1.54881661895118627E3	1.38436772954767573E-3
1.58489319250081451E3	1.38450497508743631E-3
1.62181009739965210E3	1.38464873291873491E-3
1.65958690747933058E3	1.38479923371595692E-3
1.69824365250458831E3	1.38495690008380690E-3
1.73780082879332132E3	1.38512193493417701E-3
1.77827941008399826E3	1.38529477182662641E-3
1.81970085865621733E3	1.38547574097088488E-3
1.86208713671028936E3	1.38566524292466786E-3
1.90546071801188721E3	1.38586366091557789E-3
1.94984459980793479E3	1.38607142764097135E-3
1.99526231502005014E3	1.38628904583184753E-3
2.04173794472201342E3	1.38651681650244551E-3
2.08929613090787081E3	1.38675539884583232E-3
2.13796208955744493E3	1.38700521605421656E-3
2.18776162400618190E3	1.38726681566531007E-3
2.23872113862642141E3	1.38754069126735380E-3
2.29086765282734461E3	1.38782752037997636E-3
2.34422881538102112E3	1.38812783289807840E-3
2.39883291908215535E3	1.38844232665420808E-3
2.45470891574930139E3	1.38877164456143420E-3
2.51188643157549851E3	1.38911647486808087E-3
2.57039578283647074E3	1.38947752946573777E-3
2.63026799196472050E3	1.38985559882783027E-3
2.69153480399803025E3	1.39025156157611329E-3
2.75422870341110126E3	1.39066605612184802E-3
2.81838293133925566E3	1.39110016793995639E-3
2.88403150320332191E3	1.39155476348926266E-3
2.95120922674506492E3	1.39203074790317483E-3
3.01995172048270799E3	1.39252913846348170E-3
3.09029543259634565E3	1.39305106186590022E-3
3.16227766025325163E3	1.39359758214603247E-3
3.23593656938332463E3	1.39416982297502035E-3
3.31131121491517755E3	1.39476901253208663E-3
3.38844156148357367E3	1.39539651374862750E-3
3.46736850461920421E3	1.39605353228341911E-3
3.54813389243204114E3	1.39674153344042518E-3
3.63078054779975901E3	1.39746192099127220E-3
3.71535229107299259E3	1.39821628599915759E-3
3.80189396330946483E3	1.39900620990197377E-3
3.89045145004930992E3	1.39983333911409558E-3
3.98107170564419466E3	1.40069942055794971E-3
4.07380277815313629E3	1.40160636231801528E-3
4.16869383481822098E3	1.40255603309871080E-3
4.26579518813372438E3	1.40355043208630326E-3
4.36515832252246128E3	1.40459171512985037E-3
4.46683592163351317E3	1.40568207277138346E-3
4.57088189627579045E3	1.40682376733550729E-3
4.67735141300226065E3	1.40801930681556398E-3
4.78630092335998292E3	1.40927116733862023E-3
4.89778819382146491E3	1.41058200948670831E-3
5.01187233641321495E3	1.41195461862399352E-3
5.12861384005771992E3	1.41339194820509384E-3
5.24807460264546677E3	1.41489693067006983E-3
5.37031796385402949E3	1.41647287184575710E-3
5.49540873873160507E3	1.41812306565704627E-3
5.62341325206280462E3	1.41985103655748768E-3
5.75439937353493569E3	1.42166039740822425E-3
5.88843655372341335E3	1.42355502732634420E-3
6.02559586091536303E3	1.42553892591919507E-3
6.16595001879097548E3	1.42761629386138367E-3
6.30957344498256667E3	1.42979154803155195E-3
6.45654229053178152E3	1.43206929803991567E-3
6.60693448026589447E3	1.43445434205263966E-3
6.76082975411457987E3	1.43695178991333039E-3
6.91830970938907619E3	1.43956687010017048E-3
7.07945784404616507E3	1.44230520551355434E-3
7.24435960095988918E3	1.44517251779553924E-3
7.41310241322449581E3	1.44817492642879531E-3
7.58577575051262709E3	1.45131877879105509E-3
7.76247116651331215E3	1.45461073932363627E-3
7.94328234747495809E3	1.45805780233580462E-3
8.12830516187902674E3	1.46166723903361606E-3
8.31763771127078577E3	1.46544671444808783E-3
8.51138038227403193E3	1.46940422284739736E-3
8.70963589981742281E3	1.47354817226474033E-3
8.91250938160057871E3	1.47788732868598527E-3
9.12010839382889316E3	1.48243085411397391E-3
9.33254300824654948E3	1.48718841992006245E-3
9.54992586049801062E3	1.49217007068152574E-3
9.77237220984894961E3	1.49738635396952935E-3
1.00000000002982103E4	1.50284833892041614E-3
1.02329299231133097E4	1.50856756447496876E-3
1.04712854808225120E4	1.51455614406586503E-3
1.07151930526975203E4	1.52082676084530988E-3
1.09647819617614495E4	1.52739268280089480E-3
1.12201845433575786E4	1.53426781059054940E-3
1.14815362153153311E4	1.54146668717108515E-3
1.17489755497505688E4	1.54900455571295792E-3
1.20226443465383959E4	1.55689736001384227E-3
1.23026877084972996E4	1.56516179264676536E-3
1.25892541183246065E4	1.57381533291998088E-3
1.28824955173239641E4	1.58287629442138300E-3
1.31825673859666237E4	1.59236382784633390E-3
1.34896288263292696E4	1.60229798917839217E-3
1.38038426464520203E4	1.61269979370130012E-3
1.41253754466614145E4	1.62359122104226872E-3
1.44543977079041119E4	1.63499528841181796E-3
1.47910838821381563E4	1.64693608675482772E-3
1.51356124848296902E4	1.65943885556571891E-3
1.54881661896042377E4	1.67252998233815608E-3
1.58489319251026695E4	1.68623713821118670E-3
1.62181009740932547E4	1.70058923693939601E-3
1.65958690748922844E4	1.71561659761420859E-3
1.69824365251471709E4	1.73135091810006037E-3
1.73780082880368592E4	1.74782539284325544E-3
1.77827941009460422E4	1.76507479192422290E-3
1.81970085866707021E4	1.78313547151736707E-3
1.86208713672139470E4	1.80204551000194590E-3
1.90546071802325168E4	1.82184477342003337E-3
1.94984459981956393E4	1.84257496487276407E-3
1.99526231503194995E4	1.86427975311367877E-3
2.04173794473419079E4	1.88700483809325181E-3
2.08929613092033239E4	1.91079805064377606E-3
2.13796208957019562E4	1.93570945860634258E-3
2.18776162401923013E4	1.96179145118348552E-3
2.23872113863977340E4	1.98909886305614725E-3
2.29086765284100746E4	2.01768908758232257E-3
2.34422881539500239E4	2.04762217417525472E-3
2.39883291909646257E4	2.07896097628494836E-3
2.45470891576394168E4	2.11177125650418596E-3
2.51188643159047942E4	2.14612184004618278E-3
2.57039578285180026E4	2.18208473628689470E-3
2.63026799198040750E4	2.21973530070458036E-3
2.69153480401408274E4	2.25915236905757055E-3
2.75422870342752812E4	2.30041843916099120E-3
2.81838293135606488E4	2.34361980580170615E-3
2.88403150322052282E4	2.38884676408335395E-3
2.95120922676266551E4	2.43619376677490074E-3
3.01995172050071847E4	2.48575963155049795E-3
3.09029543261477668E4	2.53764771628216312E-3
3.16227766027211121E4	2.59196613477548965E-3
3.23593656940262386E4	2.64882797317339502E-3
3.31131121493492708E4	2.70835150183997886E-3
3.38844156150378240E4	2.77066041445856071E-3
3.46736850463988366E4	2.83588406383145530E-3
3.54813389245320199E4	2.90415771176026949E-3
3.63078054782141280E4	2.97562279680325936E-3
3.71535229109515175E4	3.05042719496326686E-3
3.80189396333213958E4	3.12872551030823010E-3
3.89045145007251270E4	3.21067936428752709E-3
3.98107170566793789E4	3.29645770018463447E-3
4.07380277817743242E4	3.38623710620277185E-3
4.16869383484308287E4	3.48020213437126102E-3
4.26579518815916447E4	3.57854565093165888E-3
4.36515832254849379E4	3.68146918164387404E-3
4.46683592166015320E4	3.78918329071876414E-3
4.57088189630305131E4	3.90190794933443463E-3
4.67735141303015567E4	4.01987294078948754E-3
4.78630092338852720E4	4.14331825765346373E-3
4.89778819385067443E4	4.27249453262809720E-3
5.01187233644310659E4	4.40766347045721751E-3
5.12861384008830701E4	4.54909830034714613E-3
5.24807460267676440E4	4.69708423704736511E-3
5.37031796388605720E4	4.85191896602978368E-3
5.49540873876437885E4	5.01391312912988774E-3
5.62341325209634046E4	5.18339083939449630E-3
5.75439937356925491E4	5.36069019665390023E-3
5.88843655375853103E4	5.54616382482704218E-3
6.02559586095129784E4	5.74017942236587952E-3
6.16595001882774785E4	5.94312031543427377E-3
6.30957344502019346E4	6.15538603899200343E-3
6.45654229057028584E4	6.37739291569690092E-3
6.60693448030529673E4	6.60957464885528534E-3
6.76082975415489962E4	6.85238292705549146E-3
6.91830970943033474E4	7.10628803489645744E-3
7.07945784408838374E4	7.37177946333660206E-3
7.24435960100309195E4	7.64936653454689530E-3
7.41310241326870489E4	7.93957901852774484E-3
7.58577575055786468E4	8.24296775370417301E-3
7.76247116655960401E4	8.56010526202871702E-3
7.94328234752232731E4	8.89158635417212118E-3
8.12830516192749819E4	9.23802872824362531E-3
8.31763771132038698E4	9.60007354556327641E-3
8.51138038232479133E4	9.97838599056472120E-3
8.70963589986936348E4	1.03736558000118517E-2
8.91250938165373086E4	1.07865977609166186E-2
9.12010839388328520E4	1.12179521692847706E-2
9.33254300830220629E4	1.16684852321397448E-2
9.54992586055496595E4	1.21389894220298711E-2
9.77237220990722832E4	1.26302837546262925E-2
