Trace
Log Plot
A.16.09,N9010A
544 B25 B40 EXM FS1 MPB P44 RTL ,01
AllowZeroAtten,False
AM Rejection,True
Automatic Trigger Time,0.1
Automatic Trigger Time State,False
Average Mode,Repeat
Average Number,10
Average State,False
Cancellation,False
Carrier Frequency,2123552448.39849
Electrical Atten,0
Electrical Atten State,False
External Array Trigger Delay,1E-06,1E-06,0,0
External Array Trigger Delay State,False,False,False,False
External Array Trigger Level,1.2,1.2,0,0
External Array Trigger Slope,Positive,Positive,Positive,Positive
ExternalGainValueSelection,Preamp
ExtGainPreampDb,0
Input Port,RF
Internal Preamp,False
Internal Preamp Band,Low
Line Trigger Delay,1E-06
Line Trigger Delay State,False
Line Trigger Slope,Positive
Meas Type,PhaseNoise
Mechanical Atten,30
MechanicalAttenStepEnum,S2dB
Noise Floor Extension,False
Overdrive(Mech Atten),False
Periodic Timer Period,0.02
Periodic Timer Sync Source,None
Periodic Timer Trigger Delay,1E-06
Periodic Timer Trigger Delay State,False
Preselector Adjust,0
Reference Trace,3
RFBurst Trigger Delay,1E-06
RFBurst Trigger Delay State,False
RFBurst Trigger Level Abs,-20
RFBurst Trigger Level Rel,-6
RFBurst Trigger Level Type,Absolute
RFBurst Trigger Slope,Positive
Smoothing,4
Start Offset,100
Stop Offset,10000000
Threshold,0.01
Trace Type,Raw,Smoothed,Blank,Raw,Raw,Raw
Trigger Holdoff,0.1
Trigger Holdoff State,False
Trigger Source,Free
Trace Name,Trace2
DATA,
100,-31.3435764096047
101.937348593887,-31.7066253361745
103.912230383517,-32.0783038789655
105.925372517729,-32.4324744067096
107.977516232771,-32.53894755901
110.069417125221,-32.6331752111309
112.201845430196,-32.6373838443324
114.375586304954,-32.5911195301003
116.591440117983,-32.6573811934544
118.850222743702,-32.5850201242607
121.152765862859,-32.609448182253
123.499917268758,-32.4535873822508
125.892541179417,-32.7559994131962
128.331518555765,-32.6595842502913
130.817747426019,-32.5520269508832
133.352143216332,-32.4947386810526
135.935639087853,-32.3896925779187
138.569186280313,-32.5245498232818
141.253754462275,-32.7438020109301
143.990332088163,-32.700696738697
146.779926762207,-32.6393743387516
149.623565609443,-32.4947392069808
152.522295653902,-32.5183636480694
155.477184204117,-32.6140906616196
158.489319246111,-32.624178682508
161.559809843987,-32.6896894849819
164.689786548287,-32.8998133566429
167.880401812256,-32.8494463820155
171.132830416178,-33.0097480549083
174.448269899925,-32.9227126692391
177.827941003892,-33.1319887512098
181.27308811847,-32.9596494698609
184.784979742229,-33.0624110968932
188.36490894898,-33.029728520226
192.01419386388,-33.2356947726069
195.734178148766,-33.1099228560706
199.526231496888,-33.3244168131142
203.391750137229,-33.5068190791669
207.332157348596,-33.7811002181253
211.348903983665,-34.0097883615288
215.443469003188,-34.0752423536077
219.617360020544,-33.8266144242601
223.872113856834,-33.9165135542191
228.209297106745,-33.9462547360303
232.630506715363,-34.1174419853392
237.137370566166,-34.009512408585
241.73154808041,-33.907859442837
246.414730828128,-33.8689778942601
251.188643150958,-33.9856556020406
256.055042797048,-33.986040247119
261.015721568254,-34.236126963504
266.072505979881,-34.3370099017979
271.227257933203,-34.5364860239051
276.481875401011,-34.5384105081238
281.838293126445,-34.6801957615958
287.298483335366,-34.7875562881438
292.864456462524,-35.1496698308765
298.538261891796,-35.4323871753858
304.321988710772,-35.6910725518703
310.21776647995,-35.8663986526572
316.227766016838,-35.9348182173471
322.354200195246,-35.9369841923462
328.599324760065,-36.1024235373728
334.965439157828,-36.309679936861
341.45488738336,-36.6328305871602
348.070058842841,-36.6323361872994
354.813389233575,-36.8176430480658
361.687361440816,-37.046874865629
368.694506451958,-37.2093517448267
375.837404288444,-37.3898010771153
383.118684955729,-37.5572197731129
390.541029411638,-37.7721770967681
398.107170553497,-37.8786594350408
405.81989422438,-37.8950657908172
413.682040238851,-38.1137403371728
421.696503428582,-38.4041780973581
429.866234708228,-38.5653528939958
438.194242161944,-38.8049229219055
446.683592150963,-39.0164808617318
455.337410442625,-38.8585128398566
464.158883361278,-38.8337762845169
473.151258961481,-38.8005065868811
482.317848223931,-38.832969534048
491.662026274564,-38.9600695245073
501.187233627272,-39.2613293295232
510.896977450693,-39.1720065033801
520.794832859546,-39.1479531920055
530.884444230988,-39.2743289103038
541.169526546464,-39.4513798090096
551.653866759558,-39.6620543986236
562.341325190349,-39.7838730812616
573.235836946771,-39.8576378571223
584.341413373518,-39.8442717425696
595.66214352901,-40.0362093799928
607.202195690989,-39.9685182639956
618.96581889126,-40.049106125693
630.957344480193,-40.0573520902778
643.181187721509,-40.0499162227346
655.641849417979,-40.0602621790477
668.343917568615,-40.1400888642177
681.292069057961,-40.1708993981048
694.491071378121,-40.0608358941807
707.945784384138,-40.1368913588815
721.661162083388,-40.2487033039093
735.642254459641,-40.3337479159756
749.894209332456,-40.3751767704828
764.4222742526,-40.4729245319781
779.231798434194,-40.3091414616959
794.328234724281,-40.435287045299
809.717141610562,-40.5279468762566
825.404185268018,-40.5783940174019
841.395141645195,-40.650264605638
857.695898590894,-40.5496474396704
874.312458022074,-40.3801447633345
891.250938133746,-40.5251634789907
908.517575651687,-40.8202939750468
926.118728128793,-40.9430749023614
944.060876285923,-41.1033801160225
962.350626398088,-41.2177291169444
980.994712726877,-41.3175377258362
1000,-41.3524973249248
1019.37348593887,-41.2583739136962
1039.12230383517,-41.2586581526921
1059.25372517729,-41.2401011080169
1079.77516232771,-41.4544840420694
1100.69417125221,-41.6903999303501
1122.01845430196,-41.7509723751445
1143.75586304954,-41.8291355819338
1165.91440117983,-41.8245292017065
1188.50222743702,-41.8945654868095
1211.52765862859,-42.0256754410085
1234.99917268758,-42.049667075969
1258.92541179417,-42.1378280372578
1283.31518555765,-42.1001643886544
1308.17747426019,-42.1245303464196
1333.52143216332,-42.2001572212548
1359.35639087853,-42.3276045132212
1385.69186280313,-42.2741251891174
1412.53754462275,-42.2087024356353
1439.90332088163,-42.1056365024829
1467.79926762207,-42.0811504480356
1496.23565609443,-42.1248479282791
1525.22295653902,-42.1998992077813
1554.77184204117,-42.2632954740769
1584.89319246111,-42.3368829896488
1615.59809843987,-42.4482349550215
1646.89786548287,-42.4746761471747
1678.80401812256,-42.4995503485697
1711.32830416178,-42.3523304825188
1744.48269899925,-42.2971301303358
1778.27941003892,-42.2181751742912
1812.7308811847,-42.2412281399212
1847.84979742229,-42.2792198915402
1883.6490894898,-42.3696964147436
1920.1419386388,-42.632257706215
1957.34178148766,-42.757169949691
1995.26231496888,-42.9000153726223
2033.91750137229,-43.3281901183012
2073.32157348595,-43.5702519606263
2113.48903983665,-43.7237392415901
2154.43469003188,-44.2593059434022
2196.17360020544,-44.73673825406
2238.72113856834,-45.132455094021
2282.09297106745,-45.4873097413659
2326.30506715363,-45.6339913768426
2371.37370566166,-45.8665234503414
2417.3154808041,-46.0810697847664
2464.14730828128,-46.3621935542308
2511.88643150958,-46.6117379630881
2560.55042797048,-46.8029598315098
2610.15721568254,-46.9505535412105
2660.72505979881,-47.3580891468043
2712.27257933203,-47.9348301086298
2764.81875401011,-48.3003456551352
2818.38293126445,-48.5283909895035
2872.98483335367,-48.9814167994714
