MeasResult
PNOISE:LPL
A.16.09,N9010A
544 B25 B40 EXM FS1 MPB P44 RTL ,01
AllowZeroAtten,False
AM Rejection,True
Automatic Trigger Time,0.1
Automatic Trigger Time State,False
Average Mode,Repeat
Average Number,10
Average State,False
Cancellation,False
Carrier Frequency,2411291411.80695
Electrical Atten,0
Electrical Atten State,False
External Array Trigger Delay,1E-06,1E-06,0,0
External Array Trigger Delay State,False,False,False,False
External Array Trigger Level,1.2,1.2,0,0
External Array Trigger Slope,Positive,Positive,Positive,Positive
ExternalGainValueSelection,Preamp
ExtGainPreampDb,0
Input Port,RF
Internal Preamp,False
Internal Preamp Band,Low
Line Trigger Delay,1E-06
Line Trigger Delay State,False
Line Trigger Slope,Positive
Meas Type,PhaseNoise
Mechanical Atten,20
MechanicalAttenStepEnum,S2dB
Overdrive(Mech Atten),False
Periodic Timer Period,0.02
Periodic Timer Sync Source,None
Periodic Timer Trigger Delay,1E-06
Periodic Timer Trigger Delay State,False
Preselector Adjust,0
Reference Trace,3
RFBurst Trigger Delay,1E-06
RFBurst Trigger Delay State,False
RFBurst Trigger Level Abs,-20
RFBurst Trigger Level Rel,-6
RFBurst Trigger Level Type,Absolute
RFBurst Trigger Slope,Positive
Smoothing,4
Start Offset,100
Stop Offset,1000000
Threshold,0.01
Trace Type,Raw,Smoothed,Blank,Raw,Raw,Raw
Trigger Holdoff,0.1
Trigger Holdoff State,False
Trigger Source,Free
MeasResult1,MeasResult2,MeasResult3,MeasResult4,MeasResult5,MeasResult6
-2.33,601,100,100,9.91E+37,100
2411291411.80695,601,-29.57,-30.11,,-29.57
56.376483628907,0,101.5469,101.5469,,-30.11
0.983955260021108,,-30.81,-30.85,,9.91E+37
37181.6473810473,,103.1177,103.1177,,1000
-30.11,,-30.35,-30.88,,-41.66
-112.46,,104.7129,104.7129,,-40.96
,,-32.95,-31.08,,9.91E+37
,,106.3327,106.3327,,10000
,,-33.16,-31.4,,-49.26
,,107.9775,107.9775,,-50.57
,,-31.48,-31.67,,9.91E+37
,,109.6478,109.6478,,100000
,,-30.44,-31.84,,-63.57
,,111.344,111.344,,-65.31
,,-30.24,-32.02,,9.91E+37
,,113.0663,113.0663,,1000000
,,-32.03,-32.15,,-110.68
,,114.8154,114.8154,,-112.46
,,-33.94,-32.22,,9.91E+37
,,116.5914,116.5914,,
,,-32.44,-32.44,,
,,118.395,118.395,,
,,-35.97,-32.59,,
,,120.2264,120.2264,,
,,-29.5,-32.73,,
,,122.0862,122.0862,,
,,-35.61,-32.88,,
,,123.9748,123.9748,,
,,-35.69,-32.99,,
,,125.8925,125.8925,,
,,-33.04,-33.13,,
,,127.84,127.84,,
,,-31.55,-33.35,,
,,129.8175,129.8175,,
,,-31.54,-33.46,,
,,131.8257,131.8257,,
,,-34.79,-33.65,,
,,133.8649,133.8649,,
,,-32.45,-33.83,,
,,135.9356,135.9356,,
,,-31.71,-34.12,,
,,138.0384,138.0384,,
,,-36.13,-34.05,,
,,140.1737,140.1737,,
,,-34.14,-33.98,,
,,142.3421,142.3421,,
,,-32.94,-33.78,,
,,144.544,144.544,,
,,-34.24,-33.83,,
,,146.7799,146.7799,,
,,-32.69,-33.67,,
,,149.0505,149.0505,,
,,-36.37,-33.5,,
,,151.3561,151.3561,,
,,-38.09,-33.38,,
,,153.6975,153.6975,,
,,-34.12,-33.52,,
,,156.075,156.075,,
,,-34.71,-33.51,,
,,158.4893,158.4893,,
,,-34.45,-33.52,,
,,160.941,160.941,,
,,-38.65,-33.43,,
,,163.4306,163.4306,,
,,-32.27,-33.41,,
,,165.9587,165.9587,,
,,-30.93,-33.27,,
,,168.5259,168.5259,,
,,-31.23,-33.23,,
,,171.1328,171.1328,,
,,-30.84,-33.26,,
,,173.7801,173.7801,,
,,-31.77,-33.29,,
,,176.4683,176.4683,,
,,-31.91,-33.27,,
,,179.1981,179.1981,,
,,-30.25,-33.12,,
,,181.9701,181.9701,,
,,-34.82,-32.83,,
,,184.785,184.785,,
,,-31.32,-32.9,,
,,187.6434,187.6434,,
,,-34.88,-32.78,,
,,190.5461,190.5461,,
,,-30.29,-32.84,,
,,193.4936,193.4936,,
,,-31.29,-32.72,,
,,196.4868,196.4868,,
,,-33,-32.8,,
,,199.5262,199.5262,,
,,-33.21,-32.81,,
,,202.6127,202.6127,,
,,-33.53,-32.96,,
,,205.7469,205.7469,,
,,-35,-33.01,,
,,208.9296,208.9296,,
,,-32.21,-33.2,,
,,212.1615,212.1615,,
,,-32.88,-33.38,,
,,215.4435,215.4435,,
,,-31.56,-33.59,,
,,218.7762,218.7762,,
,,-35.64,-33.63,,
,,222.1604,222.1604,,
,,-31.93,-33.75,,
,,225.597,225.597,,
,,-36.03,-33.68,,
,,229.0868,229.0868,,
,,-35.84,-33.78,,
,,232.6305,232.6305,,
,,-34.05,-33.85,,
,,236.2291,236.2291,,
,,-31.25,-33.92,,
,,239.8833,239.8833,,
,,-34.59,-33.8,,
,,243.594,243.594,,
,,-32.08,-33.77,,
,,247.3622,247.3622,,
,,-36.15,-33.62,,
,,251.1886,251.1886,,
,,-36.07,-33.71,,
,,255.0743,255.0743,,
,,-34.93,-33.8,,
,,259.02,259.02,,
,,-35.76,-33.86,,
,,263.0268,263.0268,,
,,-34.01,-33.81,,
,,267.0956,267.0956,,
,,-33.3,-34.16,,
,,271.2273,271.2273,,
,,-32.7,-34.2,,
,,275.4229,275.4229,,
,,-32.95,-34.12,,
,,279.6834,279.6834,,
,,-34.6,-34.41,,
,,284.0098,284.0098,,
,,-30.24,-34.74,,
,,288.4032,288.4032,,
,,-33.06,-34.81,,
,,292.8645,292.8645,,
,,-31.44,-35.03,,
,,297.3948,297.3948,,
,,-34.36,-35.12,,
,,301.9952,301.9952,,
,,-34.76,-35.32,,
,,306.6667,306.6667,,
,,-33.02,-35.34,,
,,311.4106,311.4106,,
,,-34.61,-35.48,,
,,316.2278,316.2278,,
,,-39.78,-35.62,,
,,321.1195,321.1195,,
,,-36.99,-35.82,,
,,326.0869,326.0869,,
,,-34.03,-36.21,,
,,331.1311,331.1311,,
,,-40.87,-36.45,,
,,336.2534,336.2534,,
,,-38.82,-36.66,,
,,341.4549,341.4549,,
,,-36.08,-36.91,,
,,346.7369,346.7369,,
,,-37.16,-37.1,,
,,352.1005,352.1005,,
,,-38.32,-37.5,,
,,357.5472,357.5472,,
,,-40.59,-37.83,,
,,363.0781,363.0781,,
,,-35.33,-37.99,,
