Default Dataset,
X,Y
1005600000,-6.319100789442899
1006400000,-6.343484901099821
1007200000,-6.3682184919122236
1008000000,-6.393492055664829
1008800000,-6.419496086142331
1009600000,-6.446421077129422
1010400000.0000019,-6.464938638866492
1011200000.0000019,-6.47917646765972
1012000000,-6.493664175887268
1012800000,-6.508375560247956
1013600000,-6.523284417440621
1014400000,-6.538364544164089
1015200000,-6.553589737117186
1016000000,-6.568933792998742
1016800000,-6.5843705085075825
1017600000,-6.59987368034254
1018400000,-6.615417105202432
1019200000.0000019,-6.6309745797861055
1020000000.0000019,-6.646519495299479
1020800000,-6.662001775259739
1021600000,-6.6773354553803586
1022400000,-6.692431540490645
1023200000,-6.707201035419928
1024000000,-6.721554944997543
1024800000,-6.735404274052826
1025600000,-6.748660027415099
1026400000,-6.761233209913698
1027200000.0000019,-6.773034826377945
1028000000.0000019,-6.783975881637183
1028800000,-6.7939673805207335
1029600000,-6.8029203278709645
1030400000,-6.810776374011354
1031200000,-6.817596996533574
1032000000,-6.823472956589001
1032800000,-6.828495015329025
1033600000,-6.832753933905039
1034400000,-6.836340473468411
1035200000,-6.839345395170547
1036000000.0000019,-6.841859460162823
1036800000.0000019,-6.843973429596645
1037600000,-6.845778064623367
1038400000,-6.84736412639441
1039200000,-6.848822376061136
1040000000,-6.850243768691996
1040800000,-6.851721432956992
1041600000,-6.8533498624648885
1042400000,-6.855223571951264
1043200000,-6.8574370761517045
1044000000,-6.8600848898018185
1044800000.0000019,-6.863261527637178
1045600000,-6.8670615043933765
1046400000,-6.8715793348060075
1047200000,-6.876909533610657
1048000000,-6.883146615542927
1048800000,-6.890385095338388
1049600000,-6.898718439327347
1050400000,-6.908182570527288
1051200000,-6.9187271729852995
1052000000,-6.930294847076972
1052800000.0000019,-6.942828193177952
1053600000.0000019,-6.956269811663823
1054400000,-6.970562302910203
1055200000,-6.985648267292731
1056000000,-7.0014703051869915
1056800000,-7.01797101696863
1057600000,-7.03509300301323
1058400000,-7.052778863696425
1059200000,-7.070971199394428
1060000000,-7.08961279505445
1060800000,-7.108647141105543
1061600000.0000019,-7.128017896507934
1062400000.0000019,-7.147668720221866
1063200000,-7.16754327120757
1064000000,-7.187585208425283
1064800000,-7.207738190835265
1065600000,-7.2279458773977225
1066400000,-7.248151927072911
1067200000,-7.268299998821057
1068000000,-7.288333751602401
1068800000,-7.3081968443771785
1069600000,-7.3278392984927905
1070400000.0000019,-7.347280546686498
1071200000,-7.36658273272144
1072000000,-7.38580862471342
1072800000,-7.405020990778212
1073600000,-7.424282599031621
1074400000,-7.443656217589435
1075200000,-7.463204614567459
1076000000,-7.482990558081475
1076800000,-7.503076816247287
1077600000,-7.523526157180676
1078400000.000002,-7.544401348997447
1079200000.000002,-7.565763491353856
1080000000,-7.587586726759298
1080800000,-7.6097174764544135
1081600000,-7.631991960787218
1082400000,-7.65424640010572
1083200000,-7.67631701475792
1084000000,-7.698040025091849
1084800000,-7.719251651455501
1085600000,-7.739788114196891
1086400000,-7.759485633664028
1087200000.000002,-7.778180430204927
1088000000.000002,-7.795708724167589
1088800000,-7.811906736677216
1089600000,-7.82668148360699
1090400000,-7.840204504403147
1091200000,-7.852709109009375
1092000000,-7.864428607369341
1092800000,-7.875596309426719
1093600000,-7.88644552512519
1094400000,-7.897209564408421
1095200000.000002,-7.9081217372200925
1096000000.000002,-7.919415353503872
1096800000,-7.931323723203434
1097600000,-7.944080156262459
1098400000,-7.957917962624613
1099200000,-7.973036278798574
1100000000,-7.9892712939839114
1100800000,-8.006240366490928
1101600000,-8.023557838162517
1102400000,-8.040838050841614
1103200000,-8.057695346371148
1104000000.000002,-8.073744066594024
1104800000.000002,-8.088598553353194
1105600000,-8.101873148491563
1106400000,-8.113182193852055
1107200000,-8.122140031277596
1108000000,-8.128361002611115
1108800000,-8.131467165410768
1109600000,-8.13146288161262
1110400000,-8.128902855259362
1111200000,-8.124384518292914
1112000000,-8.118505302655201
1112800000.000002,-8.111862640288166
1113600000,-8.105053963133734
1114400000,-8.09867670313384
1115200000,-8.09332829223041
1116000000,-8.08960616236537
1116800000,-8.088107745480656
1117600000,-8.089430473518192
1118400000,-8.094171773214548
1119200000,-8.102724568436479
1120000000,-8.114734793396018
1120800000.000002,-8.129677873156474
1121600000.000002,-8.147029232781165
1122400000,-8.166264297333427
1123200000,-8.18685849187655
1124000000,-8.208287241473855
1124800000,-8.23002597118866
1125600000,-8.25155010608428
1126400000,-8.272335071224042
1127200000,-8.29185629167123
1128000000,-8.309589192489206
1128800000,-8.325061882229065
1129600000.000002,-8.338347308181774
1130400000.000002,-8.349840278203587
1131200000,-8.35993977703668
1132000000,-8.369044789423263
1132800000,-8.377554300105523
1133600000,-8.38586729382564
1134400000,-8.394382755325836
1135200000,-8.403499669348264
1136000000,-8.413617020635137
1136800000,-8.425133793928644
1137600000.000002,-8.438448973970978
1138400000.000002,-8.45395474483086
1139200000,-8.471722572240012
1140000000,-8.491371411845243
1140800000,-8.512486077168639
1141600000,-8.534651381732239
1142400000,-8.557452139058107
1143200000,-8.580473162668326
1144000000,-8.603299266084925
1144800000,-8.625515262829978
1145600000,-8.646705966425543
1146400000.000002,-8.666456190393681
1147200000.000002,-8.684350748256449
1148000000,-8.699974461383043
1148800000,-8.713073487848874
1149600000,-8.723970107252974
1150400000,-8.733115144353661
1151200000,-8.740959423909274
1152000000,-8.747953770678095
1152800000,-8.754549009418483
1153600000,-8.761195964888714
1154400000,-8.76834546184714
1155200000.000002,-8.776448325052058
1156000000,-8.785955379261793
1156800000,-8.797317449234662
1157600000,-8.810985359728981
1158400000,-8.827362862737466
1159200000,-8.846379585525874
1160000000,-8.867690741939562
1160800000,-8.890948198942965
1161600000,-8.915803823500546
1162400000,-8.941909482576719
1163200000.000002,-8.968917043135939
1164000000.000002,-8.996478372142647
1164800000,-9.024245336561293
1165600000,-9.051869803356297
1166400000,-9.079003639492129
1167200000,-9.105298711933202
1168000000,-9.130410425095775
1168800000,-9.154153138252532
1169600000,-9.176561034077494
1170400000,-9.197684408937619
1171200000,-9.21757355919987
1172000000.000002,-9.236278781231228
1172800000.000002,-9.253850371398649
1173600000,-9.270338626069098
1174400000,-9.285793841609575
1175200000,-9.30026631438701
1176000000,-9.31380634076838
1176800000,-9.326464217120666
1177600000,-9.338290239579486
1178400000,-9.349331891339752
1179200000,-9.359626835319006
1180000000,-9.369210592707809
1180800000.000002,-9.378118684696737
1181600000,-9.38638663247636
1182400000,-9.394049957237229
1183200000,-9.401144180169915
1184000000,-9.407704822465
1184800000,-9.413767405313045
1185600000,-9.419367449904612
1186400000,-9.42454047743027
1187200000,-9.429322009080586
1188000000,-9.433754790311845
1188800000.000002,-9.437952448217558
1189600000.000002,-9.442068801639152
1190400000,-9.446258129287337
1191200000,-9.450674709872779
1192000000,-9.455472822106167
1192800000,-9.460806744698196
1193600000,-9.466830756359556
1194400000,-9.473699135800928
1195200000,-9.481566161733
1196000000,-9.490586112866467
1196800000,-9.500913267912019
1197600000.000002,-9.512699619846586
1198400000.000002,-9.525999196496734
1199200000,-9.540733230846975
1200000000,-9.556813501519322
1200800000,-9.574151787135804
1201600000,-9.592659866318428
1202400000,-9.612249517689222
1203200000,-9.632832519870206
1204000000,-9.654320651483388
1204800000,-9.676625691150804
1205600000.000002,-9.699659417494473
1206400000.000002,-9.72333360913641
1207200000,-9.747560047589467
1208000000,-9.772273129991035
1208800000,-9.797484445586072
1209600000,-9.823222038708359
1210400000,-9.84951395369167
1211200000,-9.876388234869772
1212000000,-9.903872926576433
1212800000,-9.931996073145449
1213600000,-9.960785718910586
1214400000.000002,-9.990269908205605
1215200000.000002,-10.020476685364272
1216000000,-10.051434094720378
1216800000,-10.083170180607695
1217600000,-10.115692922421097
1218400000,-10.148818485869064
1219200000,-10.182256487534652
1220000000,-10.215715402500265
1220800000,-10.248903705848306
1221600000,-10.281529872661196
1222400000,-10.313302378021348
1223200000.000002,-10.343929697011149
1224000000,-10.373120304713026
1224800000,-10.400582676209375
1225600000,-10.426025286582608
1226400000,-10.449156610915146
1227200000,-10.469691445178057
1228000000,-10.487603238670431
1228800000,-10.50320911742861
1229600000,-10.516849964812764
1230400000,-10.528866664183042
1231200000.000002,-10.539600098899612
1232000000.000002,-10.549391152322649
1232800000,-10.558580707812297
1233600000,-10.567509648728723
1234400000,-10.57651885843211
1235200000,-10.585949220282586
