Default Dataset,
X,Y
1168799999.999999,-6.105227408412297
1169600000,-6.115948594099386
1170400000,-6.126826751747103
1171199999.999999,-6.13792493514584
1171999999.999999,-6.149306198085974
1172799999.999999,-6.1610335943579315
1173600000,-6.1731701777520485
1174400000,-6.185779002058759
1175199999.999999,-6.198923121068425
1175999999.999999,-6.21266558857144
1176799999.999999,-6.2270694583582085
1177599999.999999,-6.242197780567253
1178400000,-6.258069202695694
1179200000,-6.274547357862318
1179999999.999999,-6.291462071742075
1180799999.999999,-6.308643170009901
1181599999.999999,-6.325920478340755
1182400000,-6.343123822409588
1183200000,-6.360083027891342
1183999999.999999,-6.376627920460969
1184799999.999999,-6.392588325793419
1185599999.999999,-6.407794069563636
1186400000,-6.42207497744657
1187200000,-6.43526087511718
1187999999.999999,-6.4472000146948645
1188799999.999999,-6.457921441281911
1189599999.999999,-6.467556714345264
1190399999.999999,-6.476238566309121
1191200000,-6.484099729597702
1192000000,-6.491272936635191
1192799999.999999,-6.497890919845837
1193599999.999999,-6.504086411653816
1194399999.999999,-6.509992144483334
1195200000,-6.515740850758611
1196000000,-6.5214652629038525
1196799999.999999,-6.527298113343271
1197599999.999999,-6.533370322655841
1198399999.999999,-6.539735156842596
1199200000,-6.546340618682088
1200000000,-6.55312721671104
1200799999.999999,-6.560035459466185
1201599999.999999,-6.567005855484247
1202399999.999999,-6.57397891330195
1203199999.999999,-6.580895141456018
1204000000,-6.587695048483184
1204800000,-6.59431914292017
1205599999.999999,-6.600707933303688
1206399999.999999,-6.606801928170498
1207199999.999999,-6.612541639178204
1208000000,-6.617891993589524
1208800000,-6.622901254504725
1209599999.999999,-6.627635449775568
1210399999.999999,-6.6321606072537875
1211199999.999999,-6.636542754791172
1212000000,-6.640847920239459
1212800000,-6.645142131450392
1213599999.999999,-6.649491416275758
1214399999.999999,-6.653961802567288
1215199999.999999,-6.658619318176733
1215999999.999999,-6.663529990955865
1216800000,-6.668759848756423
1217600000,-6.674368420412222
1218399999.999999,-6.6803531064544615
1219199999.999999,-6.686676796236263
1219999999.999999,-6.6933020093795506
1220800000,-6.700191265506241
1221600000,-6.707307084238295
1222399999.999999,-6.714611985197607
1223199999.999999,-6.72206848800613
1223999999.999999,-6.7296391122857955
1224800000,-6.737286377658521
1225600000,-6.744972803746251
1226399999.999999,-6.752660910170903
1227199999.999999,-6.760314058448124
1227999999.999999,-6.767930060725121
1228799999.999999,-6.775552504244111
1229600000,-6.783228140539926
1230399999.999999,-6.791003721147362
1231199999.999999,-6.798925997601252
1231999999.999999,-6.807041721436391
1232799999.999999,-6.815397644187627
1233600000,-6.82404051738974
1234400000,-6.833017092577563
1235199999.999999,-6.842374121285907
1235999999.999999,-6.852158355049596
1236799999.999999,-6.86241654156494
1237600000,-6.873174878702507
1238400000,-6.884390984795935
1239199999.999999,-6.8960081893982945
1239999999.999999,-6.907969822062675
1240799999.999999,-6.920219212342147
1241599999.999999,-6.932699689789764
1242400000,-6.945354583958618
1243199999.999999,-6.958127224401771
1243999999.999999,-6.970960940672313
1244799999.999999,-6.9837990623233
1245599999.999999,-6.996584918907814
1246400000,-7.009261839978926
1247200000,-7.021781264419744
1247999999.999999,-7.03417017685652
1248799999.999999,-7.046496669641527
1249599999.999999,-7.058829246650539
1250400000,-7.07123641175933
1251200000,-7.083786668843672
1251999999.999999,-7.096548521779333
1252799999.999999,-7.109590474442086
1253599999.999999,-7.12298103070772
1254399999.999999,-7.136788694451994
1255200000,-7.151081969550681
1255999999.999999,-7.165929359879556
1256799999.999999,-7.181397185722929
1257599999.999999,-7.197466375268036
1258399999.999999,-7.214006636322466
1259200000,-7.230880214099422
1260000000,-7.247949353812096
1260799999.999999,-7.265076300673705
1261599999.999999,-7.282123299897435
1262399999.999999,-7.298952596696523
1263200000,-7.315426436284135
1264000000,-7.331407063873499
1264799999.999999,-7.346756724677803
1265599999.999999,-7.361337663910263
1266399999.999999,-7.375012143299287
1267200000,-7.387705843804056
1268000000,-7.399551390103184
1268799999.999999,-7.410723548426525
1269599999.999999,-7.42139708500391
1270399999.999999,-7.43174676606521
1271199999.999999,-7.441947357840256
1272000000,-7.4521736265588885
1272800000,-7.462600338450962
1273599999.999999,-7.473402259746322
1274399999.999999,-7.484754156674825
1275199999.999999,-7.496830795466309
1276000000,-7.5098069423506075
1276800000,-7.523828386864089
1277599999.999999,-7.538777809538992
1278399999.999999,-7.554397652283683
1279199999.999999,-7.570429047989165
1280000000,-7.586613129546457
1280800000,-7.602691029846589
1281599999.999999,-7.618403881780566
1282399999.999999,-7.633492818239411
1283199999.999999,-7.647698972114135
1283999999.999999,-7.660763476295756
1284800000,-7.672427463675305
1285600000,-7.682432067143793
1286399999.999999,-7.690525492259873
1287199999.999999,-7.696720508448017
1287999999.999999,-7.7013676723204085
1288800000,-7.704839532430995
1289600000,-7.707508637333731
1290399999.999999,-7.709747535582565
1291199999.999999,-7.7119287757314225
1291999999.999999,-7.71442490633428
1292800000,-7.717608475945049
1293600000,-7.721852033117706
1294399999.999999,-7.727528126406185
1295199999.999999,-7.735009304364425
1295999999.999999,-7.744668067361609
1296799999.999999,-7.756739186011231
1297600000,-7.771017961844748
1298400000,-7.787212232933932
1299199999.999999,-7.8050298373505385
1299999999.999999,-7.824178613166346
1300799999.999999,-7.8443663984531184
1301600000,-7.865301031282627
1302400000,-7.886690349726635
1303199999.999999,-7.908242191856921
1303999999.999999,-7.929664395745249
1304799999.999999,-7.950664799463375
1305600000,-7.970951241083085
1306400000,-7.990257553068844
1307199999.999999,-8.008547661267166
1307999999.999999,-8.025905615355015
1308799999.999999,-8.042416508084976
1309599999.999999,-8.058165432209691
1310400000,-8.073237480481751
1311200000,-8.087717745653748
1311999999.999999,-8.101691320478288
1312799999.999999,-8.115243297708005
1313599999.999999,-8.12845877009547
1314400000,-8.141422830393303
1315200000,-8.154220571354102
1315999999.999999,-8.16693418833281
1316799999.999999,-8.179542115663608
1317599999.999999,-8.19189291933349
1318400000,-8.203826963883188
1319200000,-8.21518461385336
1319999999.999999,-8.225806233784716
1320799999.999999,-8.235532188217938
1321599999.999999,-8.24420284169372
1322399999.999999,-8.251658558752759
1323200000,-8.25773970393574
1324000000,-8.262286641783376
1324799999.999999,-8.265139736836339
1325599999.999999,-8.266139383016757
1326399999.999999,-8.265190387084367
1327200000,-8.262398542832287
1328000000,-8.257908735962374
1328799999.999999,-8.251865852176472
1329599999.999999,-8.244414777176452
1330399999.999999,-8.235700396664164
1331200000,-8.225867596341452
1332000000,-8.215061261910208
1332799999.999999,-8.20342627907226
1333599999.999999,-8.191107533529475
1334399999.999999,-8.178249910983695
1335199999.999999,-8.164998297136798
1336000000,-8.151507586046726
1336800000,-8.138019048681521
1337599999.999999,-8.12481812218568
1338399999.999999,-8.112190599599494
1339199999.999999,-8.100422273963261
1340000000,-8.089798938317287
1340800000,-8.080606385701856
1341599999.999999,-8.073130409157265
1342399999.999999,-8.067656801723821
1343199999.999999,-8.064471356441807
1344000000,-8.063859866351535
1344800000,-8.066108124493297
1345599999.999999,-8.07149390864231
1346399999.999999,-8.080019963516506
1347199999.999999,-8.091351575585811
1347999999.999999,-8.105133367032707
1348800000,-8.121009960039657
1349599999.999999,-8.138625976789122
1350399999.999999,-8.157626039463594
1351199999.999999,-8.177654770245503
1351999999.999999,-8.198356791317352
1352800000,-8.21937672486159
1353600000,-8.240359193060677
1354399999.999999,-8.260948818097084
1355199999.999999,-8.280790277627382
1355999999.999999,-8.299623856219696
1356800000,-8.31748158581182
1357600000,-8.334450951308092
1358399999.999999,-8.35061943761287
1359199999.999999,-8.366074529630488
1359999999.999999,-8.38090371226533
1360799999.999999,-8.395194470421714
1361600000,-8.409034289004005
1362399999.999999,-8.42251065291655
1363199999.999999,-8.43571104706372
1363999999.999999,-8.448722956349833
1364799999.999999,-8.46163386567926
1365600000,-8.474514682154677
1366400000,-8.487296790951213
1367199999.999999,-8.499841709769214
1367999999.999999,-8.512010435208829
1368799999.999999,-8.523663963870234
1369600000,-8.534663292353585
1370400000,-8.544869417259036
1371199999.999999,-8.554143335186758
1371999999.999999,-8.562346042736912
1372799999.999999,-8.569338536509662
1373599999.999999,-8.574981813105154
1374400000,-8.579136869123573
1375199999.999999,-8.581669229691357
1375999999.999999,-8.582593428709828
1376799999.999999,-8.582103234685157
1377599999.999999,-8.580403054529526
1378400000,-8.577697295155168
1379200000,-8.574190363474258
1379999999.999999,-8.570086666399028
1380799999.999999,-8.56559061084166
1381599999.999999,-8.560906603714365
1382400000,-8.556239051929353
1383200000,-8.551792362398814
1383999999.999999,-8.547770942034965
1384799999.999999,-8.544379153076989
1385599999.999999,-8.541759566315058
1386399999.999999,-8.539870337595133
1387200000,-8.538635370485252
1387999999.999999,-8.537978568553449
1388799999.999999,-8.537823835367753
1389599999.999999,-8.538095074496198
1390399999.999999,-8.538716189506822
1391200000,-8.539611083967657
1392000000,-8.540703661446727
1392799999.999999,-8.541917825512066
1393599999.999999,-8.543177479731732
1394399999.999999,-8.544406527673729
1395200000,-8.545544639503007
1396000000,-8.546660905437932
1396799999.999999,-8.547887882603433
1397599999.999999,-8.54935856503802
1398399999.999999,-8.551205946780222
1399200000,-8.553563021868541
1400000000,-8.556562784341494
1400799999.999999,-8.560338228237583
1401599999.999999,-8.565022347595331
1402399999.999999,-8.570748136453254
1403199999.999999,-8.577648588849854
1404000000,-8.585856698823669
1404800000,-8.595499599356152
1405599999.999999,-8.606519346733286
1406399999.999999,-8.618639752105736
1407199999.999999,-8.63157207531708
1408000000,-8.645027576210921
1408800000,-8.65871751463083
1409599999.999999,-8.672353150420442
1410399999.999999,-8.6856457434233
1411199999.999999,-8.698306553483036
1412000000,-8.710046840443212
1412800000,-8.72057786414743
1413599999.999999,-8.729610884439289
1414399999.999999,-8.736857311057591
1415199999.999999,-8.742197906183897
1415999999.999999,-8.74600778611542
1416800000,-8.748751785553694
1417600000,-8.750894739200255
1418399999.999999,-8.752901481756624
1419199999.999999,-8.75523684792433
1419999999.999999,-8.7583656724049
1420800000,-8.762752789899857
1421600000,-8.768863035110755
1422399999.999999,-8.777161242739098
1423199999.999999,-8.788112247486417
1423999999.999999,-8.802180884054252
1424800000,-8.819741699727231
1425600000,-8.840446299269459
1426399999.999999,-8.863599123305335
1427199999.999999,-8.888502413139229
1427999999.999999,-8.914458410075532
1428799999.999999,-8.940769355418666
1429600000,-8.96673749047298
1430400000,-8.991665056542878
1431199999.999999,-9.014854294932746
1431999999.999999,-9.035607446946983
1432799999.999999,-9.053226753889973
1433600000,-9.067014457066087
1434400000,-9.076293405343577
1435199999.999999,-9.081011393979168
1435999999.999999,-9.081838697706964
1436799999.999999,-9.079485834139675
1437600000,-9.074663320889982
1438400000,-9.06808167557061
1439199999.999999,-9.060451415794226
1439999999.999999,-9.052483059173568
1440799999.999999,-9.044887123321303
1441599999.999999,-9.038374125850133
1442400000,-9.03365458437277
1443200000,-9.031439016501892
1443999999.999999,-9.03243760488455
1444799999.999999,-9.03704670299934
1445599999.999999,-9.044766580681674
1446400000,-9.05493861120462
1447200000,-9.066904167841237
1447999999.999999,-9.080004623864596
1448799999.999999,-9.093581352547751
1449599999.999999,-9.106975727163764
1450400000,-9.119529120985703
1451200000,-9.130582907286637
1451999999.999999,-9.139478459339607
1452799999.999999,-9.145557150417709
1453599999.999999,-9.148160353793983
1454399999.999999,-9.146733487179958
1455200000,-9.141534743830633
1456000000,-9.13320448881744
1456799999.999999,-9.122385308098572
1457599999.999999,-9.109719787632216
1458399999.999999,-9.095850513376561
1459200000,-9.081420071289791
1460000000,-9.067071047330103
1460799999.999999,-9.053446027455657
1461599999.999999,-9.041187597624685
1462399999.999999,-9.030938343795356
1463200000,-9.023340851925852
1464000000,-9.019020685499612
1464799999.999999,-9.01810728897145
1465599999.999999,-9.02016781104058
1466399999.999999,-9.024739077503703
1467199999.999999,-9.03135791415756
1468000000,-9.039561146798867
1468799999.999999,-9.048885601224349
1469599999.999999,-9.058868103230715
1470399999.999999,-9.069045478614704
1471199999.999999,-9.078954553173027
1472000000,-9.088132152702414
1472800000,-9.096115102999576
1473599999.999999,-9.10244043995774
1474399999.999999,-9.106810589278666
1475199999.999999,-9.109389934903831
1476000000,-9.110422892419784
1476800000,-9.110153877413111
1477599999.999999,-9.108827305470363
1478399999.999999,-9.106687592178105
1479199999.999999,-9.103979153122893
1479999999.999999,-9.1009464038913
1480800000,-9.097833760069882
1481599999.999999,-9.094885637245198
1482399999.999999,-9.092346451003827
1483199999.999999,-9.090460616932319
1483999999.999999,-9.089440659348085
1484800000,-9.089256017350195
1485600000,-9.089764218564902
1486399999.999999,-9.090822196106316
1487199999.999999,-9.09228688308852
1487999999.999999,-9.0940152126256
1488800000,-9.095864117831646
1489600000,-9.097690531820746
1490399999.999999,-9.099351387706982
1491199999.999999,-9.100703618604449
1491999999.999999,-9.101604157627229
1492799999.999999,-9.101909937889424
1493600000,-9.10148317539516
1494399999.999999,-9.100334159368082
1495199999.999999,-9.098637713544207
1495999999.999999,-9.096577248280653
1496799999.999999,-9.09433617393453
1497600000,-9.092097900862981
1498400000,-9.090045839423105
1499199999.999999,-9.08836339997201
1499999999.999999,-9.087233992866828
1500799999.999999,-9.086841028464661
1501600000,-9.087367917122648
1502400000,-9.088998069197885
1503199999.999999,-9.091914748737857
1503999999.999999,-9.096203324177061
1504799999.999999,-9.101681662243564
1505599999.999999,-9.108122355846163
1506400000,-9.115297997893649
1507199999.999999,-9.122981181294833
1507999999.999999,-9.130944498958478
1508799999.999999,-9.138960543793395
1509599999.999999,-9.14680190870839
1510400000,-9.154241186612225
1511200000,-9.161050970413726
1511999999.999999,-9.167003853021662
1512799999.999999,-9.171872427344837
1513599999.999999,-9.175469507521655
1514400000,-9.177907088960147
1515200000,-9.179432016495213
1515999999.999999,-9.180291787403227
1516799999.999999,-9.180733898960561
1517599999.999999,-9.181005848443618
1518399999.999999,-9.181355133128768
1519200000,-9.182029250292395
1519999999.999999,-9.18327569721091
1520799999.999999,-9.185341971160668
1521599999.999999,-9.188475569418074
1522399999.999999,-9.192923989259512
1523200000,-9.198926031697866
1524000000,-9.20648593306926
1524799999.999999,-9.215352395400437
1525599999.999999,-9.225261220886708
1526399999.999999,-9.235948211723375
1527200000,-9.247149170105736
1528000000,-9.258599898229093
1528799999.999999,-9.270036198288764
1529599999.999999,-9.281193872480046
1530399999.999999,-9.291808722998248
1531199999.999999,-9.301616552038666
1532000000,-9.310353161796613
1532799999.999999,-9.317754543925403
1533599999.999999,-9.32366553890212
1534399999.999999,-9.32822198344411
1535199999.999999,-9.331607824331535
1536000000,-9.334007008344585
1536800000,-9.33560348226343
1537599999.999999,-9.336581192868245
1538399999.999999,-9.337124086939241
1539199999.999999,-9.337416111256573
1540000000,-9.33764121260041
1540800000,-9.33798333775097
1541599999.999999,-9.338626433488407
1542399999.999999,-9.339754446592906
1543199999.999999,-9.341531159118155
1544000000,-9.343973960690981
1544800000,-9.347035645457538
1545599999.999999,-9.350668724060036
1546399999.999999,-9.354825707140677
1547199999.999999,-9.35945910534165
1547999999.999999,-9.36452142930517
1548800000,-9.36996518967343
1549600000,-9.375742897088628
1550399999.999999,-9.38180706219297
1551199999.999999,-9.388110195628641
1551999999.999999,-9.394604808037869
1552800000,-9.401243351106409
1553600000,-9.407976745226655
1554399999.999999,-9.414754275274916
1555199999.999999,-9.421525146298208
1555999999.999999,-9.428238563343527
1556800000,-9.434843731457846
1557600000,-9.441289855688176
1558399999.999999,-9.447526141081518
1559199999.999999,-9.453501792684861
1559999999.999999,-9.4591660155452
1560799999.999999,-9.464468014709546
1561600000,-9.469356995224878
1562400000,-9.473782294647528
1563199999.999999,-9.47775921489405
1563999999.999999,-9.481475603718465
1564799999.999999,-9.48514717299581
1565600000,-9.488989634601104
1566400000,-9.493218700409379
1567199999.999999,-9.498050082295677
1567999999.999999,-9.50369949213502
1568799999.999999,-9.510382641802423
1569600000,-9.51831524317295
1570400000,-9.527713008121601
1571199999.999999,-9.538791648523414
1571999999.999999,-9.551766876253431
1572799999.999999,-9.566795252456146
1573599999.999999,-9.583614172179729
1574400000,-9.601779976409354
1575200000,-9.620848288430494
1575999999.999999,-9.64037473152868
1576799999.999999,-9.659914928989402
1577599999.999999,-9.679024504098159
1578400000,-9.697259080140462
1579200000,-9.714174280401807
1579999999.999999,-9.729325728167709
1580799999.999999,-9.742269046723663
1581599999.999999,-9.752559859355173
1582400000,-9.75976918054721
1583200000,-9.763853200500748
1583999999.999999,-9.765171446336694
1584799999.999999,-9.76410247103339
1585599999.999999,-9.761024827569123
1586399999.999999,-9.756317068922229
1587200000,-9.750357748071025
1587999999.999999,-9.74352541799383
1588799999.999999,-9.736198631668962
1589599999.999999,-9.728755942074734
1590399999.999999,-9.721575902189464
1591200000,-9.715037064991492
1592000000,-9.709517669688694
1592799999.999999,-9.705259514289054
1593599999.999999,-9.702155173293164
1594399999.999999,-9.70004214057304
1595200000,-9.698757910000765
1596000000,-9.698139975448349
1596799999.999999,-9.698025830787849
1597599999.999999,-9.698252969891307
1598399999.999999,-9.698658886630781
1599199999.999999,-9.6990810748783
1600000000,-9.6993570285059
1600799999.999999,-9.699324241385646
1601599999.999999,-9.69882020738956
1602399999.999999,-9.69770382869362
1603199999.999999,-9.695982108571783
1604000000,-9.693724666749347
1604800000,-9.6910013460774
1605599999.999999,-9.687881989407053
1606399999.999999,-9.684436439589412
1607199999.999999,-9.680734539475559
1608000000,-9.676846131916626
1608800000,-9.672841059763684
1609599999.999999,-9.668789165867864
1610399999.999999,-9.664760293080235
1611199999.999999,-9.660824284251923
1611999999.999999,-9.657052314534795
1612800000,-9.653547703085977
1613599999.999999,-9.650446769805505
1614399999.999999,-9.647887338278935
1615199999.999999,-9.646007232091783
1615999999.999999,-9.644944274829598
1616800000,-9.644836290077912
1617600000,-9.645821101422257
1618399999.999999,-9.64803653244816
1619199999.999999,-9.651620406741173
1619999999.999999,-9.656710547886831
1620800000,-9.663444779470659
1621600000,-9.671960604356414
1622399999.999999,-9.682272810160946
1623199999.999999,-9.694088822181314
1623999999.999999,-9.707068722176047
1624799999.999999,-9.720872591903706
1625600000,-9.735160513122793
1626399999.999999,-9.749592567591854
1627199999.999999,-9.763828837069418
1627999999.999999,-9.777529403314027
1628799999.999999,-9.790354348084215
1629600000,-9.801963753138502
1630400000,-9.812017700235437
1631199999.999999,-9.820176271133533
1631999999.999999,-9.826166557607543
1632799999.999999,-9.830168250505963
1633600000,-9.832548333455662
1634400000,-9.833674386945724
1635199999.999999,-9.83391399146526
1635999999.999999,-9.833634727503352
1636799999.999999,-9.833204175549078
1637599999.999999,-9.832989916091542
1638400000,-9.833359529619827
1639199999.999999,-9.83468059662303
1639999999.999999,-9.837320697590236
1640799999.999999,-9.841647413010541
1641599999.999999,-9.848012826648159
1642400000,-9.856408367608672
1643200000,-9.866462444575262
1643999999.999999,-9.877787496347153
1644799999.999999,-9.889995961723585
1645599999.999999,-9.902700279503769
1646400000,-9.915512888486944
1647200000,-9.928046227472336
1647999999.999999,-9.93991273525917
1648799999.999999,-9.950724850646672
1649599999.999999,-9.960095012434081
1650399999.999999,-9.967635659420608
1651200000,-9.97295978303243
1651999999.999999,-9.975867658992499
1652799999.999999,-9.976618633046215
1653599999.999999,-9.97554110061634
1654399999.999999,-9.972963457125623
1655200000,-9.969214097996819
1656000000,-9.964621418652712
1656799999.999999,-9.95951381451603
1657599999.999999,-9.954219681009548
1658399999.999999,-9.949067413556008
1659200000,-9.944385407578181
1660000000,-9.940502058498815
1660799999.999999,-9.937745761740665
1661599999.999999,-9.936398733047092
1662399999.999999,-9.936438631244691
1663199999.999999,-9.937719770042918
1664000000,-9.940096113591352
1664799999.999999,-9.94342162603958
1665599999.999999,-9.947550271537139
1666399999.999999,-9.952336014233623
1667199999.999999,-9.957632818278597
1668000000,-9.963294647821648
1668800000,-9.969175467012327
1669599999.999999,-9.975129240000214
1670399999.999999,-9.981009930934881
1671199999.999999,-9.986674548681123
1672000000,-9.992048491043583
1672800000,-9.997124646141046
1673599999.999999,-10.001898767072525
1674399999.999999,-10.006366606937043
1675199999.999999,-10.010523918833591
1676000000,-10.0143664558612
1676800000,-10.017889971118862
1677599999.999999,-10.02109021770562
1678399999.999999,-10.023962948720467
1679199999.999999,-10.026503917262417
1679999999.999999,-10.028708876430485
1680800000,-10.03057360127822
1681600000,-10.032100496542348
1682399999.999999,-10.033307871715415
1683199999.999999,-10.034216372103245
1683999999.999999,-10.03484664301169
1684800000,-10.03521932974656
1685600000,-10.03535507761373
1686399999.999999,-10.035274531919
1687199999.999999,-10.034998337968226
1687999999.999999,-10.034547141067236
1688800000,-10.033941586521863
1689600000,-10.033202319637951
1690399999.999999,-10.032349985721325
1691199999.999999,-10.031399045842022
1691999999.999999,-10.0303241328685
1692799999.999999,-10.02908409414264
1693600000,-10.027637737467785
1694400000,-10.025943870647282
1695199999.999999,-10.023961301484505
1695999999.999999,-10.021648837782777
1696799999.999999,-10.018965287345459
1697600000,-10.015869457975896
1698400000,-10.01232015747744
1699199999.999999,-10.008276193653437
1699999999.999999,-10.00369637430724
1700799999.999999,-9.998542417404629
1701600000,-9.992839161213311
1702400000,-9.986672515719555
1703199999.999999,-9.980130891215573
1703999999.999999,-9.973302697993574
1704799999.999999,-9.96627634634575
1705599999.999999,-9.959140246564324
1706400000,-9.951982808941494
1707199999.999999,-9.944892443769469
1707999999.999999,-9.937957561340468
1708799999.999999,-9.93126657194668
1709599999.999999,-9.924907885880316
1710400000,-9.918969890137113
1711200000,-9.91353466897909
1711999999.999999,-9.908669507038319
1712799999.999999,-9.904439566953975
1713599999.999999,-9.90091001136522
1714400000,-9.898146002911226
1715200000,-9.896212704231154
1715999999.999999,-9.8951752779642
1716799999.999999,-9.895098886749494
1717599999.999999,-9.896048693226234
1718399999.999999,-9.89808986003358
1719200000,-9.901287549810696
1719999999.999999,-9.905706925196753
1720799999.999999,-9.911390021208405
1721599999.999999,-9.918233406005754
