Default Dataset,
X,Y
1016000000,43.35653482906022
1024000000,43.418638289023505
1032000000,43.485556776887805
1039999999.9999995,43.52245823631935
1048000000,43.6010657517663
1056000000,43.6313845774026
1063999999.9999995,43.64616314798113
1072000000,43.65962447375928
1080000000,43.658548949900506
1087999999.9999995,43.67756427266541
1096000000,43.71611015056274
1104000000,43.740956342798896
1111999999.9999995,43.760979261339884
1120000000,43.77308637652844
1128000000,43.751835067794104
1135999999.9999995,43.73473590594686
1144000000,43.699843655435416
1152000000,43.67146805520153
1160000000,43.64996716298394
1168000000,43.611088727073735
1176000000,43.591619531102936
1184000000,43.573856516466066
1192000000,43.55575938112841
1200000000,43.5333558345373
1208000000,43.49133072019676
1216000000,43.43357475159385
1224000000,43.39456803271324
1232000000,43.34760555891083
1240000000,43.28787603718281
1248000000,43.23255196843442
1256000000,43.17621980507775
1264000000,43.11649914863112
1272000000,43.07822592489788
1280000000,43.02482607694334
1288000000,42.94772559192975
1296000000,42.89354823892596
1304000000,42.840095834289315
1311999999.9999995,42.76547955124093
1319999999.9999995,42.70229092902028
1328000000,42.6383687780974
1336000000,42.54095209340002
1344000000,42.46291481604756
1352000000,42.37138656912151
1359999999.9999995,42.30033870319339
1367999999.9999995,42.21219242250024
1376000000,42.1301013920484
1384000000,42.086867622978275
1392000000,42.015407105832395
1400000000,41.960887640104716
1407999999.9999995,41.91721715485161
1415999999.9999995,41.833868533942066
1424000000,41.75889601399223
1432000000,41.66277891190202
1440000000,41.56720176712612
1447999999.9999995,41.46803055231965
1455999999.9999995,41.3924421113752
1463999999.9999995,41.3156696261958
1472000000,41.22374587678695
1480000000,41.125447580694214
1488000000,41.03620192828413
1495999999.9999995,40.972379055001085
1503999999.9999995,40.92706838714052
1512000000,40.863777735408405
1520000000,40.78285157934167
1528000000,40.71217158553054
1536000000,40.608115164837145
1543999999.9999995,40.488932340335424
1551999999.9999995,40.395232996564744
1560000000,40.31883537340414
1568000000,40.24436709168798
1576000000,40.16886320393121
1584000000,40.09372400808461
1591999999.9999995,40.0184970729409
1599999999.9999995,39.943241344335775
1608000000,39.86818869290809
1616000000,39.79246743971069
1624000000,39.71829251326531
1632000000,39.64242303370749
1639999999.9999995,39.54954329239581
1647999999.9999995,39.452159215181325
1656000000,39.36809622595105
1664000000,39.29642239706769
1672000000,39.21927640954405
1680000000,39.125483141986564
1687999999.9999995,39.02889306096847
1695999999.9999995,38.944496235173716
1704000000,38.87734366924559
1712000000,38.82372079011989
1720000000,38.768148933460836
1727999999.9999995,38.68886987175064
1735999999.9999995,38.61924686384711
1743999999.9999995,38.55322376706641
1752000000,38.4647906055183
1760000000,38.38117350994952
1768000000,38.31699803802091
1775999999.9999995,38.23360623860178
1783999999.9999995,38.13811474402806
1791999999.9999995,38.07217423716074
1800000000,38.016688030112775
1808000000,37.96158751573748
1816000000,37.891636846786156
1823999999.9999995,37.81011471293799
1831999999.9999995,37.746880516173476
1840000000,37.713164673492784
1848000000,37.67573605689071
1856000000,37.62809647419553
1864000000,37.540929960257
1871999999.9999995,37.4608469097862
1879999999.9999995,37.4028822220324
1888000000,37.305960111005064
1896000000,37.244626350161894
1904000000,37.189101098797266
1912000000,37.1416459299529
1919999999.9999995,37.10184493913245
1927999999.9999995,37.022840556280016
1936000000,36.907826596290406
1944000000,36.82260116993734
1952000000,36.74685332784583
1960000000,36.6828128295498
1967999999.9999995,36.64628319261145
1975999999.9999995,36.57003917137558
1984000000,36.51143922370433
1992000000,36.44076000639477
2000000000,36.37323530026188
2007999999.9999995,36.32960665224465
2015999999.9999995,36.264678273099975
2023999999.9999995,36.18050968931816
2032000000,36.11341767915154
2040000000,36.080136593012355
2048000000,36.03868714019421
2055999999.9999995,36.00209427141823
2063999999.9999995,35.931949952669555
2071999999.9999995,35.84885996309934
2080000000,35.791364602089885
2088000000,35.758902426130845
2096000000,35.72023317041919
2103999999.9999995,35.66616630200009
2111999999.9999995,35.59549348338089
2119999999.9999995,35.51575375558696
2128000000,35.44797524086226
2136000000,35.39145229637319
